Hyphen	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
TET2	147	205	171	265	305	323
TET3	384	322	277	485	423	340
TEX10	4776	4145	3617	4768	3395	3170
TEX101	0	0	0	1	2	0
TEX11	18	15	33	9	6	6
TEX12	2	1	6	4	1	3
TEX13A	0	0	0	0	0	0
TEX13B	0	0	1	0	1	0
TEX14	25	21	20	12	7	11
TEX15	135	71	94	106	73	59
TEX19	10	4	7	8	7	7
TEX2	533	518	391	525	526	455
TEX22	1	0	1	0	2	2
TEX26	2	5	2	3	5	8
TEX261	493	478	339	701	689	397
TEX264	563	649	477	928	1040	712
TEX28	0	0	0	0	0	0
TEX29	2	1	3	3	3	2
TEX30	1205	1191	1231	1449	1173	912
TEX33	0	0	0	0	1	1
TEX35	1	0	0	0	1	0
TEX36	0	0	0	0	0	0
TEX37	6	1	7	2	3	0
TEX38	2	0	3	0	2	0
TEX43	3	0	2	2	2	1
TEX9	325	287	343	305	257	272
TF	5	18	8	21	15	27
TFAM	5127	4713	4419	6045	3527	3205
TFAP2A	186	85	127	43	37	54
TFAP2B	5	3	11	2	0	1
TFAP2C	797	471	920	383	248	424
TFAP2D	1	0	0	0	0	0
TFAP2E	8	6	4	4	5	4
TFAP4	170	139	131	157	87	149
TFB1M	1680	2329	2186	1741	1950	1954
TFB2M	1945	1645	1420	2110	1206	1064
TFCP2	960	1075	1149	1111	1249	1029
TFCP2L1	29	9	36	1	2	6
TFDP1	1430	1710	1414	1721	1497	1210
TFDP2	1250	1443	1272	935	1032	996
TFDP3	0	0	0	0	0	0
TFE3	128	120	167	151	176	122
TFEB	3	4	0	0	4	4
TFEC	6	7	2	16	9	13
TFF1	0	6	3	4	13	26
TFF2	1	1	2	0	1	1
TFF3	5	4	5	4	4	3
TFG	4081	3529	3851	5279	3940	3468
TFIP11	1110	1138	705	1128	1395	846
TFPI	4623	8429	9607	18875	23525	21880
TFPI2	109	43	156	157	270	227
TFPT	31	28	18	34	30	23
TFR2	11	5	11	12	12	11
TFRC	7831	8286	7046	9710	7610	7025
TG	3	6	5	7	18	12
TGDS	1375	1419	1466	1679	1413	1141
TGFA	141	42	91	13	10	10
TGFB1	53	45	43	66	93	76
TGFB1I1	198	211	187	367	351	344
TGFB2	112	177	135	578	419	399
TGFB3	46	69	39	566	532	260
TGFBI	877	1337	1049	1719	4405	3424
TGFBR1	1570	1310	1442	2128	1651	1395
TGFBR2	71	70	77	127	124	90
TGFBR3	202	187	259	427	409	483
TGFBR3L	0	1	0	0	0	1
TGFBRAP1	397	345	348	538	500	297
TGIF1	2128	1533	1844	2021	1522	1647
TGIF2	2493	2254	2117	1410	2219	1593
TGIF2LX	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	1
TGM1	12	11	6	8	16	15
TGM2	77	149	116	68	181	114
TGM3	2	10	3	5	10	2
TGM4	2	0	2	0	1	0
TGM5	0	0	2	0	1	0
TGM6	0	0	0	0	1	0
TGM7	0	0	1	1	0	0
TGOLN2	4080	4638	3623	5172	4970	4145
TGS1	2654	2710	2183	2581	2157	1779
TH	3	1	2	0	0	0
THADA	1623	1637	1332	1707	1644	1429
THAP1	1464	1047	1258	1623	1141	834
THAP10	104	60	86	141	47	55
THAP11	288	323	266	347	336	285
THAP2	357	393	475	425	397	410
THAP3	292	349	302	429	429	369
THAP4	459	442	354	592	494	366
THAP5	2262	1304	2028	2477	2070	1147
THAP6	928	817	862	995	832	688
THAP7	242	236	233	337	215	249
THAP8	55	50	45	49	45	73
THAP9	835	795	957	780	722	672
THBD	24	17	14	68	26	22
THBS1	1617	1039	1415	5861	2376	2488
THBS2	37	20	50	13	9	23
THBS3	142	196	186	140	349	200
THBS4	38	24	56	22	27	36
THEG	0	1	0	0	1	2
THEGL	12	13	11	1	13	18
THEM4	670	805	629	776	728	628
THEM5	6	8	2	3	4	2
THEM6	18	17	12	29	31	20
THEMIS	0	0	0	0	0	0
THEMIS2	91	79	95	71	77	72
THG1L	1063	1147	987	1123	1334	1176
THNSL1	437	370	458	357	314	408
THNSL2	65	59	44	83	106	76
THOC1	4999	4818	4100	5476	4258	3620
THOC2	6960	8016	7535	9159	6838	7379
THOC3	187	183	139	212	126	166
THOC5	2239	2488	1743	2665	3341	2061
THOC6	987	991	838	1382	1215	743
THOC7	3834	4747	4743	4887	3634	3867
THOP1	228	201	166	233	183	169
THPO	61	90	71	66	89	81
THRA	58	72	55	57	79	69
THRAP3	24800	29077	21203	27049	26539	22062
THRB	12	8	13	13	8	9
THRSP	2	0	1	2	4	1
THSD1	2	1	2	1	14	9
THSD4	181	243	163	310	455	320
THSD7A	49	32	40	77	145	73
THSD7B	4	7	4	3	2	9
THTPA	47	40	56	48	73	59
THUMPD1	7322	7287	7303	8866	6646	6032
THUMPD2	895	1053	963	1052	784	704
THUMPD3	1997	2425	2193	2156	2092	2017
THY1	1642	829	1077	1123	1627	1236
THYN1	2811	3649	3179	2824	3665	3192
TIA1	5476	4824	4948	6616	4993	4356
TIAF1	38	41	23	18	36	20
TIAL1	3930	3372	3472	4400	2731	2836
TIAM1	712	519	565	578	481	541
TIAM2	202	135	204	165	115	136
TICAM1	2	4	5	8	7	8
TICAM2	0	0	0	0	2	0
TICRR	411	394	381	410	361	335
TIE1	4	5	7	4	27	14
TIFA	141	145	159	104	97	146
TIFAB	0	0	0	0	0	0
TIGAR	2727	3206	2949	3200	2751	2527
TIGD1	348	306	342	373	371	379
TIGD2	187	152	149	236	155	162
TIGD3	1	3	0	3	1	0
TIGD4	86	39	72	38	25	26
TIGD5	0	0	0	0	0	0
TIGD6	103	96	91	131	145	117
TIGD7	71	71	87	61	56	74
TIGIT	1	3	2	0	1	0
TIMD4	1	1	0	2	1	1
TIMELESS	1834	2017	1802	1798	1716	1629
TIMM10	2290	2778	2327	2993	2905	2445
TIMM10B	3668	3931	2828	5058	4239	3073
TIMM13	4824	5071	3964	6277	5333	3992
TIMM17A	12043	12910	10862	18367	13036	10343
TIMM17B	2010	2282	1878	1912	2738	1964
TIMM21	4191	4691	3766	5602	4567	3807
TIMM22	255	260	210	388	366	237
TIMM23	6860	7275	5739	8425	7099	5542
TIMM23B	220	218	167	239	199	177
TIMM44	1055	989	745	1133	601	776
TIMM50	2437	2746	2082	2875	2104	1987
TIMM8A	1206	1609	1229	1623	1205	1125
TIMM8B	2463	3872	2458	3468	2669	2901
TIMM9	1386	1589	1544	1726	1241	1337
TIMMDC1	3037	3213	2977	4250	3761	2929
TIMP1	1995	2837	2463	4200	6770	5238
TIMP2	209	238	245	363	283	357
TIMP3	342	286	305	2853	1644	1697
TIMP4	159	65	130	45	34	30
TINAG	1	0	0	3	0	1
TINAGL1	14	13	14	5	8	9
TINCR	4	8	5	3	4	3
TINF2	502	485	442	556	558	485
TIPARP	414	323	187	662	517	361
TIPIN	2176	2243	2027	2443	2014	1599
TIPRL	2226	2496	2252	3242	2663	2148
TIRAP	123	137	78	152	194	129
TJAP1	213	188	182	268	163	153
TJP1	167	143	126	168	168	123
TJP2	363	205	315	154	180	139
TJP3	4	4	11	0	0	3
TK1	2347	2708	3239	3358	4005	3054
TK2	43	35	37	62	80	51
TKFC	290	274	264	241	225	272
TKT	19723	20289	16992	24212	32524	16876
TKTL1	0	0	3	0	1	1
TKTL2	0	2	0	0	0	0
TLCD1	113	150	130	64	78	47
TLCD2	2	0	1	0	0	0
TLDC2	6	7	9	4	5	3
TLE1	207	120	169	85	110	112
TLE2	24	7	10	6	23	17
TLE3	7692	8852	5551	8028	7559	6121
TLE4	663	729	691	841	649	704
TLE6	9	9	7	17	23	26
TLK1	13372	8081	13619	11533	9796	6964
TLK2	613	641	517	444	437	424
TLL1	1	5	1	34	13	7
TLL2	47	21	28	13	11	10
TLN1	1082	1123	856	1288	1547	1067
TLN2	599	754	517	794	904	537
TLR1	0	1	2	3	11	6
TLR10	0	0	0	0	2	0
TLR2	51	43	43	51	30	13
TLR3	33	23	28	56	19	25
TLR4	53	71	74	1658	1018	813
TLR5	70	95	74	37	59	51
TLR6	7	4	7	20	50	31
TLR7	4	6	3	0	5	6
TLR8	1	0	0	0	0	0
TLR9	0	0	0	0	0	1
TLX1	15	11	6	1	2	4
TLX2	3	1	0	0	0	0
TLX3	0	0	0	0	0	0
TM2D1	1059	928	1024	1367	1219	899
TM2D2	1938	2068	1750	2425	2020	1961
TM2D3	2323	2366	2223	2829	2527	2068
TM4SF1	15	19	21	99	167	186
TM4SF18	7	2	11	13	25	16
TM4SF19	2	8	4	7	2	4
TM4SF20	0	2	0	0	3	1
TM4SF4	0	0	0	0	0	0
TM4SF5	0	0	0	1	1	1
TM6SF1	14	7	10	8	7	7
TM6SF2	22	22	18	18	28	18
TM7SF2	100	88	90	159	105	69
TM7SF3	196	204	337	180	255	248
TM9SF1	113	87	77	122	103	82
TM9SF2	11870	10284	11020	14767	11475	10143
TM9SF3	2621	2043	2458	2574	2478	1662
TM9SF4	2582	3356	2585	3122	3766	2969
TMA16	3675	3662	4049	4634	3319	2895
TMA7	851	1082	1033	1399	678	957
TMBIM1	1903	2231	1610	2888	4640	2725
TMBIM4	495	422	621	723	435	511
TMBIM6	52804	63135	61649	67211	72104	67254
TMC1	0	0	0	0	0	0
TMC2	0	1	1	0	0	0
TMC3	3	2	4	3	2	0
TMC4	5	0	7	0	3	4
TMC5	31	20	16	7	9	12
TMC6	241	202	217	137	160	172
TMC7	23	37	55	46	61	84
TMC8	24	26	18	10	14	15
TMCC1	621	752	736	669	740	763
TMCC2	10	3	10	7	3	8
TMCC3	21	15	34	91	135	134
TMCO1	6382	7899	6583	9355	7634	7261
TMCO2	1	0	0	0	0	0
TMCO3	505	526	610	669	434	494
TMCO4	87	49	53	31	19	31
TMCO5A	2	0	1	3	0	0
TMCO6	137	111	114	86	98	102
TMED1	412	328	315	559	481	367
TMED10	16434	15843	15607	21171	20752	16490
TMED2	26327	28467	30749	36255	26127	29191
TMED3	1424	1442	1283	1669	1791	1544
TMED4	3047	3493	3423	3972	4879	4169
TMED5	3995	2857	3583	6111	3858	2469
TMED6	23	33	17	27	20	18
TMED7	1533	994	1492	2271	1639	1021
TMED8	469	505	494	615	526	495
TMED9	6190	6278	5171	7533	10693	6625
TMEFF1	0	0	1	1	2	1
TMEFF2	29	12	28	20	8	13
TMEM100	238	291	219	1549	1241	868
TMEM101	1137	1478	1430	1151	1906	1504
TMEM102	3	2	2	4	3	6
TMEM104	415	394	288	470	381	327
TMEM106A	143	171	124	112	206	155
TMEM106B	958	624	1157	1489	1060	734
TMEM106C	499	471	544	668	1019	957
TMEM107	192	315	227	294	411	309
TMEM108	66	49	54	102	83	48
TMEM109	777	823	741	1298	923	752
TMEM11	1854	2202	1708	2108	2327	1660
TMEM114	0	0	0	0	0	0
TMEM115	250	248	201	339	326	213
TMEM116	243	223	275	298	241	296
TMEM117	30	23	10	139	78	56
TMEM119	1	3	5	29	36	50
TMEM120A	543	656	500	935	1103	551
TMEM120B	265	285	264	288	338	273
TMEM121	2	1	4	4	1	2
TMEM123	1561	975	1813	1465	955	1012
TMEM125	16	9	27	0	0	9
TMEM126A	1368	1608	1354	2191	1704	1574
TMEM126B	3415	3302	3468	4121	2780	2422
TMEM127	328	345	286	407	427	314
TMEM128	759	739	860	986	786	700
TMEM129	50	53	44	45	60	50
TMEM130	0	2	2	3	0	4
TMEM131	960	889	813	820	688	627
TMEM132A	53	49	38	68	82	59
TMEM132B	76	25	72	27	9	17
TMEM132C	53	84	91	127	182	172
TMEM132D	14	10	6	5	12	13
TMEM132E	3	0	3	2	0	1
TMEM134	156	170	166	180	163	209
TMEM135	2266	2389	2784	2935	2561	2204
TMEM138	1484	1717	1298	1671	1804	1149
TMEM139	11	17	15	8	11	14
TMEM140	42	37	23	39	36	33
TMEM141	336	508	458	567	969	856
TMEM143	94	94	103	119	90	100
TMEM144	291	219	477	151	287	356
TMEM145	1	2	3	0	1	1
TMEM147	1848	1946	1594	2000	1937	1446
TMEM14A	1041	784	1226	1145	909	777
TMEM14B	2304	2464	2644	2188	2056	1964
TMEM14C	4835	5457	5646	5370	4850	4780
TMEM150A	579	452	323	536	575	277
TMEM150B	3	1	0	1	1	4
TMEM150C	176	244	235	316	331	419
TMEM151A	0	0	0	1	0	0
TMEM151B	3	1	3	0	0	1
TMEM154	2103	1882	1893	624	676	619
TMEM156	0	2	0	2	0	2
TMEM158	13	24	31	16	15	31
TMEM159	596	836	852	908	958	1147
TMEM160	9	15	14	14	9	24
TMEM161A	389	370	300	449	389	331
TMEM161B	790	627	777	683	610	608
TMEM163	12	20	16	11	17	15
TMEM164	327	374	250	290	344	201
TMEM165	699	453	626	696	496	547
TMEM167A	7295	4705	6688	10017	6353	4713
TMEM167B	1911	2130	2079	2584	2154	1967
TMEM168	1191	1124	996	1778	1191	1028
TMEM169	81	101	116	85	123	112
TMEM17	102	109	104	130	120	111
TMEM170A	2911	2635	2715	2730	2159	1802
TMEM170B	18	16	20	30	25	13
TMEM171	9	5	3	12	2	2
TMEM174	0	0	0	0	0	0
TMEM175	52	59	64	63	69	77
TMEM176A	0	2	1	3	0	0
TMEM176B	5	4	4	9	16	3
TMEM177	1372	1388	1205	1319	1371	927
TMEM178A	8	4	14	13	9	30
TMEM178B	18	6	13	12	9	6
TMEM179	0	0	0	0	0	0
TMEM179B	978	1032	880	995	1383	964
TMEM18	1174	1158	1100	1569	1460	1123
TMEM181	783	564	568	864	649	501
TMEM182	153	162	168	223	172	168
TMEM183A	479	539	498	638	421	390
TMEM184A	0	0	0	0	1	0
TMEM184B	246	276	211	304	204	250
TMEM184C	1932	1446	1533	1963	1672	1301
TMEM185A	433	647	493	301	280	314
TMEM185B	75	59	74	74	73	46
TMEM186	320	327	331	347	388	286
TMEM187	76	78	68	88	97	94
TMEM19	471	465	491	645	518	514
TMEM190	2	3	0	0	1	5
TMEM191B	0	1	0	0	0	0
TMEM191C	0	5	4	0	1	5
TMEM192	782	858	804	1050	663	662
TMEM196	1	0	1	1	1	3
TMEM198	11	11	5	7	13	6
TMEM199	564	519	395	763	479	420
TMEM200A	332	196	305	781	461	391
TMEM200B	11	34	9	52	73	41
TMEM200C	51	43	37	37	31	26
TMEM201	160	132	113	176	136	114
TMEM202	0	0	0	0	0	0
TMEM203	140	151	135	186	163	114
TMEM204	15	12	10	13	14	29
TMEM205	285	316	307	262	313	300
TMEM207	0	0	0	1	0	1
TMEM208	1880	2087	1693	2403	2781	1995
TMEM209	4788	3476	4767	5176	4411	3065
TMEM210	0	1	0	0	0	1
TMEM211	0	0	0	0	1	0
TMEM212	0	0	0	0	1	0
TMEM213	0	1	1	1	1	1
TMEM214	934	718	543	1105	1072	810
TMEM215	35	31	29	44	60	32
TMEM216	1366	1400	1161	1427	1623	1030
TMEM217	9	5	4	12	7	6
TMEM218	402	418	403	512	381	446
TMEM219	1042	1032	1045	1280	1582	1287
TMEM220	85	71	102	130	119	87
TMEM221	6	10	14	12	11	9
TMEM222	1259	1114	809	1550	2022	1065
TMEM223	749	865	678	751	736	682
TMEM225	6	17	2	0	6	5
TMEM229A	182	272	202	278	228	214
TMEM229B	9	2	2	1	0	0
TMEM230	3473	3659	3838	3682	2884	3319
TMEM231	302	331	272	521	391	335
TMEM232	40	51	43	23	32	43
TMEM233	2	1	1	2	5	1
TMEM234	146	155	152	212	248	162
TMEM235	1	0	3	2	0	0
TMEM236	6	3	1	1	1	3
TMEM237	2544	2598	2444	2778	2483	1986
TMEM238	0	1	2	0	2	0
TMEM239	0	1	0	0	0	0
TMEM240	2	2	1	2	1	2
TMEM241	619	638	536	640	633	553
TMEM242	1369	1612	1379	1768	1552	1364
TMEM243	541	364	467	492	322	311
TMEM244	0	0	0	0	0	0
TMEM245	1921	1784	1832	1976	2010	1973
TMEM247	1	0	0	0	0	0
TMEM248	958	968	854	1142	1006	903
TMEM249	0	1	3	0	0	0
TMEM25	116	96	108	120	133	116
TMEM251	0	0	0	0	0	0
TMEM252	0	0	1	0	0	0
TMEM253	0	0	0	1	3	1
TMEM254	1338	1124	1237	1529	1387	1207
TMEM255A	35	49	51	8	24	49
TMEM255B	7	2	3	12	13	13
TMEM256	320	544	382	321	311	440
TMEM258	5443	7294	5925	6949	5635	6872
TMEM259	50	45	37	42	74	47
TMEM26	0	0	0	0	0	2
TMEM260	257	289	259	257	235	250
TMEM262	5	7	7	6	10	5
TMEM263	1707	1244	2203	2777	2437	2140
TMEM265	0	0	0	0	0	0
TMEM30A	2873	2600	3155	4691	3179	2740
TMEM30B	29	6	38	1	2	4
TMEM31	8	8	3	6	14	8
TMEM33	12759	8571	10603	13370	10042	6176
TMEM37	124	100	108	91	100	92
TMEM38A	24	12	20	10	11	8
TMEM38B	2209	1746	2135	3098	2195	1638
TMEM39A	2348	2244	1870	2855	2840	2303
TMEM39B	718	622	511	813	841	585
TMEM40	3	3	11	1	2	2
TMEM41A	892	899	813	1058	976	851
TMEM41B	6499	4317	5097	6392	4329	3354
TMEM42	183	169	174	178	196	152
TMEM43	2951	3015	2418	4093	3677	2736
TMEM44	78	76	64	79	85	71
TMEM45A	1281	1506	1995	2172	2221	2896
TMEM45B	2	8	7	7	11	9
TMEM47	383	289	400	440	427	278
TMEM50A	3087	3013	2869	3790	2508	2686
TMEM50B	310	355	235	457	383	287
TMEM51	288	382	278	248	279	280
TMEM52	15	9	19	26	14	7
TMEM52B	78	27	35	19	21	23
TMEM53	365	407	293	460	484	364
TMEM54	374	364	233	202	270	184
TMEM59	3601	3912	3751	4087	3842	3789
TMEM59L	13	9	10	2	5	4
TMEM60	1375	1817	1632	1817	1764	1656
TMEM61	0	0	0	0	1	0
TMEM62	7	13	5	6	6	6
TMEM63A	182	212	243	119	215	155
TMEM63B	95	74	107	123	131	108
TMEM63C	11	9	6	2	4	12
TMEM64	550	338	511	539	332	319
TMEM65	81	61	84	80	105	50
TMEM67	1419	1111	1349	1258	1175	1298
TMEM68	1628	1547	1695	1680	1198	1262
TMEM69	1787	2111	1944	2206	2052	1849
TMEM70	541	447	539	530	255	377
TMEM71	2	0	2	0	2	0
TMEM72	0	0	1	1	0	0
TMEM74	89	50	64	60	47	27
TMEM74B	109	91	94	52	52	62
TMEM79	26	41	31	48	47	20
TMEM80	113	104	86	164	152	108
TMEM81	78	116	56	91	96	75
TMEM82	0	0	1	1	0	1
TMEM86A	18	14	11	15	9	5
TMEM86B	7	8	12	6	7	9
TMEM87A	3736	3232	2911	4030	3599	3001
TMEM87B	279	194	322	498	404	356
TMEM88	3584	7074	4552	9900	8928	5593
TMEM88B	0	0	0	0	0	0
TMEM89	1	1	1	0	0	2
TMEM8B	23	36	30	44	51	44
TMEM9	3270	3632	3377	3944	6507	4212
TMEM91	24	34	49	38	42	37
TMEM92	743	883	758	412	546	515
TMEM95	0	0	0	0	0	0
TMEM97	23112	27245	18749	41422	29985	20705
TMEM98	10908	14437	10637	14977	15461	13338
TMEM9B	693	807	693	1084	626	675
TMF1	2130	1878	1898	2264	1736	1883
TMIE	4	4	1	2	3	1
TMIGD1	0	0	0	0	0	0
TMIGD2	1	0	1	0	2	1
TMLHE	761	892	742	1077	1037	844
TMOD1	286	272	203	200	109	102
TMOD2	198	191	190	327	338	223
TMOD3	1864	1519	1601	1927	1197	1326
TMOD4	0	0	0	0	0	0
TMPO	4450	4068	6046	6635	5234	4300
TMPPE	32	29	32	42	34	12
TMPRSS11A	1	2	1	2	1	1
TMPRSS11B	3	0	0	0	2	0
TMPRSS11D	0	0	0	1	2	1
TMPRSS11E	84	72	60	49	54	29
TMPRSS11F	1	1	0	0	0	0
TMPRSS12	1	1	1	0	0	2
TMPRSS13	25	23	31	2	12	9
TMPRSS15	0	0	0	0	1	0
TMPRSS2	16	5	3	5	4	5
TMPRSS3	1	2	0	0	0	0
TMPRSS4	6	11	6	0	3	1
TMPRSS5	11	20	5	25	22	12
TMPRSS6	3	2	0	5	1	6
TMPRSS7	2	0	1	0	1	0
TMPRSS9	0	1	1	1	0	3
TMSB10	11949	19788	15041	16795	17400	21567
TMSB15A	1526	2328	1849	1801	1623	2159
TMSB15B	8	16	8	1	6	14
TMSB4X	6864	11736	8074	13472	13000	11980
TMSB4Y	474	567	484	739	572	477
TMTC1	158	125	167	183	166	198
TMTC2	84	54	82	76	55	77
TMTC3	8274	7036	9896	9258	7169	6573
TMTC4	924	920	849	1467	1199	1093
TMUB1	17	28	6	17	16	16
TMUB2	878	859	760	902	1216	805
TMX1	13530	9283	13680	20433	13545	9264
TMX2	3946	4025	2969	4956	4336	3141
TMX3	2079	1642	1769	3126	1917	1653
TMX4	291	271	308	418	359	298
TNC	1452	2170	1811	6360	6356	4003
TNF	1	0	0	1	0	0
TNFAIP1	783	917	730	1336	1365	1035
TNFAIP2	1027	1461	1056	1004	1610	1276
TNFAIP3	124	146	87	89	58	73
TNFAIP6	2	7	7	111	86	76
TNFAIP8	1615	1558	1604	1898	1370	1089
TNFAIP8L1	43	61	46	90	88	90
TNFAIP8L2	15	14	9	16	29	21
TNFAIP8L3	17	8	13	5	11	6
TNFRSF10A	162	131	124	130	178	113
TNFRSF10B	916	1020	856	1260	1307	1305
TNFRSF10C	74	96	82	55	85	65
TNFRSF10D	1734	1908	1329	2529	2594	2268
TNFRSF11A	56	21	23	34	27	30
TNFRSF11B	2384	1655	1031	942	654	411
TNFRSF12A	413	287	460	372	245	307
TNFRSF13B	2	7	4	1	3	3
TNFRSF13C	156	172	137	111	179	119
TNFRSF14	0	0	0	0	0	0
TNFRSF17	0	0	0	0	0	0
TNFRSF18	0	0	1	0	0	0
TNFRSF19	316	450	559	2367	2083	1862
TNFRSF1A	565	554	591	899	573	733
TNFRSF1B	12	25	44	27	59	57
TNFRSF21	669	492	512	373	298	358
TNFRSF25	48	40	48	25	46	33
TNFRSF4	1	0	0	0	0	1
TNFRSF6B	0	0	0	0	0	0
TNFRSF8	20	16	27	11	3	6
TNFRSF9	277	123	143	86	76	161
TNFSF10	0	6	4	1	12	4
TNFSF11	2	2	6	1	1	0
TNFSF12	3	2	2	3	6	5
TNFSF13	3	2	7	4	2	3
TNFSF13B	18	42	28	11	12	36
TNFSF14	9	22	20	0	0	6
TNFSF15	8	25	9	1	3	0
TNFSF18	1	0	4	5	2	0
TNFSF4	27	21	19	115	69	50
TNFSF8	6	1	5	8	2	1
TNFSF9	61	95	65	81	54	71
TNIK	284	339	330	1462	1000	1106
TNIP1	268	290	286	331	304	317
TNIP2	136	137	110	138	127	126
TNIP3	0	3	4	8	7	9
TNK1	44	25	25	20	12	22
TNK2	18	15	11	9	10	16
TNKS	1056	1042	1082	1019	1087	1047
TNKS1BP1	195	197	173	166	233	196
TNKS2	1372	1119	1367	1102	1145	938
TNMD	11	21	35	15	13	18
TNN	3	5	1	2	1	1
TNNC1	52	134	116	82	118	127
TNNC2	22	15	34	5	7	9
TNNI1	7	31	33	16	55	38
TNNI2	0	0	0	0	0	2
TNNI3	106	154	131	16	22	54
TNNI3K	1	0	1	0	0	1
TNNT1	822	1151	1156	508	461	808
TNNT2	10	18	24	24	40	52
TNNT3	0	0	0	0	2	7
TNP1	16	24	16	9	4	13
TNP2	0	0	0	0	0	0
TNPO1	10596	11044	9114	12526	13146	9576
TNPO2	1678	2074	1204	1631	1723	1329
TNPO3	4381	4590	3498	4134	4966	3241
TNR	0	0	4	0	2	1
TNRC18	65	60	50	46	67	60
TNRC6A	1686	1841	1684	1844	1718	1521
TNRC6B	5869	6060	5759	6012	7372	6980
TNRC6C	488	464	520	322	295	312
TNS1	180	307	216	983	1505	880
TNS2	42	15	17	31	37	38
TNS3	314	305	317	492	500	378
TNS4	232	109	132	34	26	36
TNXB	0	0	0	0	0	2
TOB1	6254	5951	8214	5574	8130	6987
TOB2	998	1064	808	1101	1452	836
TOE1	1781	1680	1044	1793	2072	951
TOLLIP	270	222	175	295	249	225
TOM1	618	633	492	646	760	547
TOM1L1	1465	1622	1620	1333	1559	1393
TOM1L2	108	139	91	140	163	142
TOMM20	4613	4973	5061	5907	5604	4578
TOMM20L	4	7	4	4	4	8
TOMM22	10968	13588	9984	14781	11550	10135
TOMM34	4444	4949	4135	8216	7430	5273
TOMM40	278	268	186	308	210	164
TOMM40L	216	203	137	229	278	158
TOMM5	728	1369	862	1037	636	1032
TOMM6	0	0	0	0	0	0
TOMM7	4513	6231	5150	5653	4345	4870
TONSL	75	69	55	79	68	57
TOP1	4546	4037	3584	4953	2684	3401
TOP1MT	411	438	358	482	340	336
TOP2A	16838	21654	18882	20213	15814	17800
TOP2B	2766	2759	2653	2793	2219	2383
TOP3A	1239	1327	998	1395	1280	1175
TOP3B	1	2	2	5	1	2
TOPAZ1	1	0	0	4	0	0
TOPBP1	2260	2186	1900	2582	1892	1691
TOPORS	2634	2223	2231	2640	1839	1674
TOR1A	2307	2373	2057	2951	2125	1864
TOR1AIP1	3145	2916	2767	3899	3255	2571
TOR1AIP2	12099	12660	10438	12388	13472	9880
TOR1B	600	564	467	619	610	454
TOR2A	120	125	109	206	172	133
TOR3A	539	417	415	328	243	271
TOR4A	39	39	32	39	42	46
TOX	41	26	68	14	8	6
TOX2	21	26	12	10	10	19
TOX3	39	36	37	37	23	17
TOX4	3128	3119	2757	3201	4133	2837
TP53	3284	3932	3024	3659	3806	3142
TP53AIP1	3	1	2	3	0	3
TP53BP1	1732	1845	1396	2024	2391	1846
TP53BP2	541	487	476	574	545	419
TP53I11	306	427	333	398	569	460
TP53I13	34	31	21	60	34	31
TP53I3	1459	1832	1249	1552	1392	1242
TP53INP1	773	768	712	842	915	908
TP53INP2	178	211	135	193	292	180
TP53RK	513	479	428	544	294	329
TP53TG3	0	0	0	0	0	0
TP53TG3B	0	0	0	0	0	0
TP53TG3C	0	0	0	0	0	0
TP53TG3D	0	0	0	0	0	0
TP53TG5	16	16	16	22	20	19
TP63	5	6	2	3	7	7
TP73	4	2	3	2	2	0
TPBG	270	252	258	261	170	173
TPBGL	0	0	1	0	0	2
TPCN1	94	68	63	79	106	79
TPCN2	108	92	82	124	105	72
TPD52	1964	580	1863	492	356	336
TPD52L1	235	316	245	821	559	599
TPD52L2	2721	2684	2293	3051	2819	2075
TPD52L3	0	0	0	0	0	0
TPGS1	1	7	3	3	2	6
TPGS2	2749	2471	2765	2634	2755	2480
TPH1	74	49	59	59	71	38
TPH2	1	0	2	1	1	0
TPI1	46074	65205	69471	60324	91668	79668
TPK1	287	319	331	235	246	181
TPM1	3313	3653	3091	4104	5892	5069
TPM2	3833	4780	3747	5345	4681	4238
TPM3	15383	16717	14521	18076	16200	14132
TPM4	5430	5434	4513	7113	4741	5218
TPMT	1793	1685	1872	1915	1772	1365
TPO	0	0	2	0	0	0
TPP1	1473	1496	1255	1656	1747	1530
TPP2	3556	3830	3516	4043	3143	3029
TPPP	3	13	10	9	5	6
TPPP2	6	11	1	16	14	4
TPPP3	12	15	19	21	27	28
TPR	6414	6919	6074	6813	5365	6182
TPRA1	96	104	103	139	132	124
TPRG1	8	11	11	12	13	9
TPRG1L	168	160	148	152	181	138
TPRKB	2695	2086	2870	3306	2122	1741
TPRN	26	31	20	27	22	18
TPRX1	0	0	0	0	0	0
TPSAB1	0	0	0	0	0	0
TPSB2	0	0	0	0	0	0
TPSD1	0	0	0	0	0	0
TPSG1	0	0	0	0	0	0
TPST1	772	813	687	1748	825	962
TPST2	1964	1497	1277	1849	1031	1301
TPT1	13292	15993	14538	18942	14935	14506
TPTE	0	0	0	0	0	0
TPTE2	0	0	0	0	0	0
TPX2	7062	8385	6969	7662	6102	6594
TRA2A	16144	10461	14528	16911	9840	8955
TRA2B	12494	10927	9939	13359	9721	8984
TRABD	155	118	144	189	126	127
TRABD2A	115	66	106	73	42	56
TRABD2B	33	22	16	57	78	48
TRADD	6	8	11	5	6	13
TRAF1	11	7	9	21	30	32
