Hyphen	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
TRAF2	392	396	307	452	353	308
TRAF3	191	205	130	216	204	168
TRAF3IP1	352	296	329	353	286	232
TRAF3IP2	740	511	485	169	281	228
TRAF3IP3	1	5	2	3	2	12
TRAF4	357	315	270	393	555	297
TRAF5	1007	848	872	613	586	751
TRAF6	653	679	554	923	847	761
TRAF7	769	574	555	858	784	520
TRAFD1	1784	1878	1674	1782	2375	1843
TRAIP	670	711	568	539	765	487
TRAK1	434	458	445	455	536	379
TRAK2	728	851	613	909	1098	558
TRAM1	4819	3838	4959	6385	3460	3678
TRAM1L1	125	171	118	169	137	147
TRAM2	1525	1554	879	2228	2192	1377
TRANK1	68	59	65	45	128	64
TRAP1	687	706	742	738	734	550
TRAPPC1	1625	2166	1812	2003	2367	2079
TRAPPC10	141	113	91	114	144	83
TRAPPC11	521	503	521	603	426	549
TRAPPC12	38	33	29	32	34	18
TRAPPC13	1241	1228	1205	1547	1428	1005
TRAPPC2	1334	1313	1295	1520	1648	1330
TRAPPC2B	253	278	197	271	224	271
TRAPPC2L	1958	2466	1784	2926	3179	2025
TRAPPC3	1782	2040	1653	1907	1771	1592
TRAPPC3L	0	0	0	1	1	0
TRAPPC4	3244	4294	3265	4798	4704	3631
TRAPPC5	10	7	6	8	12	8
TRAPPC6A	285	270	338	206	223	222
TRAPPC6B	1814	1765	1890	2381	1936	1518
TRAPPC8	677	546	598	651	471	406
TRAPPC9	72	55	51	73	55	70
TRAT1	0	0	0	0	0	0
TRDMT1	625	629	701	848	593	535
TRDN	708	399	596	166	98	164
TREH	0	0	0	0	1	1
TREM1	0	1	1	1	2	0
TREM2	2	2	1	3	2	3
TREML1	7	5	6	4	0	4
TREML2	7	6	11	1	0	5
TREML4	0	0	0	4	1	1
TRERF1	27	17	52	24	40	41
TREX1	63	41	41	68	119	51
TREX2	0	1	1	0	0	0
TRH	322	242	192	221	122	156
TRHDE	8	7	18	17	9	13
TRHR	1	1	0	0	2	0
TRIAP1	6902	8728	7827	8083	6638	7258
TRIB1	194	166	174	170	220	166
TRIB2	2185	2733	2022	1914	2242	2193
TRIB3	104	85	85	133	108	110
TRIL	9	9	18	49	41	31
TRIM10	0	0	0	0	0	0
TRIM11	136	125	94	139	161	112
TRIM13	2950	3314	2786	3619	3474	2994
TRIM14	105	79	80	51	82	57
TRIM15	0	0	0	0	0	0
TRIM16	167	197	142	212	229	176
TRIM17	14	5	7	11	11	5
TRIM2	935	795	1095	1190	1028	816
TRIM21	464	431	416	357	436	409
TRIM22	69	29	104	33	53	35
TRIM23	689	461	616	816	569	438
TRIM24	1160	1105	1192	1165	1149	916
TRIM25	166	123	119	89	123	114
TRIM26	19	23	23	16	19	5
TRIM27	98	61	63	96	60	47
TRIM28	2385	2050	1813	2404	2417	1723
TRIM29	3	7	1	4	1	0
TRIM3	200	190	133	262	258	151
TRIM31	0	0	0	0	0	0
TRIM32	860	942	815	1023	1327	840
TRIM33	815	677	815	760	654	614
TRIM34	1	0	0	0	0	2
TRIM35	781	590	694	728	594	479
TRIM36	418	190	401	230	172	206
TRIM37	1489	1297	1405	1366	854	944
TRIM38	307	270	232	481	522	478
TRIM39	0	0	0	0	0	0
TRIM4	23	15	12	15	27	17
TRIM40	0	0	0	0	0	0
TRIM41	152	151	119	114	167	116
TRIM42	0	0	0	0	0	0
TRIM43	0	0	0	0	0	0
TRIM43B	0	0	0	0	0	0
TRIM44	1114	1052	1102	1480	1287	1291
TRIM45	290	241	257	190	309	235
TRIM46	31	20	20	21	22	19
TRIM47	23	29	22	48	38	42
TRIM48	0	0	0	0	0	0
TRIM49	0	0	0	0	0	0
TRIM49B	0	0	0	0	0	0
TRIM49C	0	0	0	0	0	0
TRIM49D1	0	0	0	0	0	0
TRIM49D2	0	0	0	0	0	0
TRIM5	2077	2161	2262	4024	3381	2776
TRIM50	0	0	0	0	0	0
TRIM51	0	0	0	0	0	1
TRIM51GP	0	0	0	0	0	0
TRIM52	149	137	100	139	131	114
TRIM54	3	3	1	4	1	1
TRIM55	36	67	95	85	158	159
TRIM56	221	202	172	202	251	175
TRIM58	12	8	12	16	8	12
TRIM59	5488	4394	5475	5657	6007	3603
TRIM6	948	691	815	868	819	568
TRIM60	0	0	0	0	0	0
TRIM61	70	74	59	56	42	53
TRIM62	27	29	29	28	27	27
TRIM63	0	2	1	3	1	3
TRIM64	0	0	0	0	0	0
TRIM64B	0	0	1	0	0	0
TRIM64C	0	0	0	0	0	0
TRIM65	263	253	176	232	201	165
TRIM66	69	58	41	56	86	58
TRIM67	0	0	0	0	0	0
TRIM68	389	345	362	365	443	354
TRIM69	2	3	3	3	2	3
TRIM7	1	3	0	0	1	0
TRIM71	1769	1263	1340	1038	1039	834
TRIM72	16	8	8	5	2	8
TRIM73	0	0	0	0	0	0
TRIM74	0	0	0	0	1	1
TRIM75P	0	0	0	2	1	0
TRIM77	2	0	0	0	0	0
TRIM8	143	166	110	190	186	196
TRIM9	17	5	20	78	30	40
TRIML1	1	0	0	0	0	1
TRIML2	116	72	124	15	28	25
TRIO	316	243	185	201	269	250
TRIOBP	285	314	250	400	353	323
TRIP10	1056	898	842	865	606	690
TRIP11	2645	2513	2393	3284	2428	2273
TRIP12	2657	2813	2281	2776	2585	2285
TRIP13	2168	2373	1945	2801	2085	1687
TRIP4	1343	1511	1210	1540	1498	1432
TRIP6	320	358	317	314	335	283
TRIQK	535	465	670	921	686	623
TRIT1	1792	2151	1915	1896	1742	1972
TRMT1	1202	1036	932	1279	997	814
TRMT10A	637	545	631	781	651	485
TRMT10B	463	521	428	484	574	511
TRMT10C	4272	4511	3750	5824	3539	3346
TRMT11	2224	2315	2264	2461	2177	1728
TRMT112	2920	4144	3095	3795	3636	3605
TRMT12	309	269	247	290	287	201
TRMT13	1148	894	928	1277	858	713
TRMT1L	402	285	377	431	243	291
TRMT2A	74	86	60	101	91	72
TRMT2B	301	270	188	204	159	216
TRMT44	116	89	86	81	94	73
TRMT5	1784	2132	1886	2114	1761	1707
TRMT6	2198	2124	1786	1910	1450	1361
TRMT61A	81	67	65	75	43	43
TRMT61B	1215	1233	990	1303	1182	910
TRMU	785	822	584	1024	652	598
TRNAU1AP	1139	1405	1114	1135	1543	1232
TRNP1	35	23	27	21	17	19
TRNT1	2953	2929	2638	3088	2393	2247
TRO	3423	3931	3543	3957	5971	4627
TROAP	802	824	772	1001	1059	911
TRPA1	236	178	193	1169	482	313
TRPC1	595	600	646	678	540	570
TRPC3	53	31	21	110	34	27
TRPC4	24	15	8	10	11	16
TRPC4AP	1140	1127	1011	1103	1131	1020
TRPC5	6	0	3	2	2	3
TRPC5OS	0	0	0	0	0	1
TRPC6	2	0	8	34	9	17
TRPC7	10	11	9	0	0	0
TRPM1	0	0	1	0	0	0
TRPM2	18	6	7	0	4	5
TRPM3	165	57	55	16	9	9
TRPM4	143	172	138	117	157	115
TRPM5	0	0	0	0	0	0
TRPM6	51	45	60	29	28	29
TRPM7	2392	2539	1992	2708	2481	2177
TRPM8	1	1	3	0	0	0
TRPS1	672	630	486	716	700	565
TRPT1	228	263	247	321	423	324
TRPV1	42	55	27	39	37	35
TRPV2	630	819	534	559	864	488
TRPV3	27	22	32	36	43	36
TRPV4	77	62	62	31	33	49
TRPV5	0	0	1	0	0	0
TRPV6	1	0	7	1	1	0
TRRAP	962	1045	737	1036	1068	853
TRUB1	1796	1141	1473	2123	1268	984
TRUB2	1324	1174	962	1468	1214	1004
TSACC	110	91	88	75	79	72
TSC1	3290	3453	2710	3759	3937	3092
TSC2	230	189	161	217	215	183
TSC22D1	5321	6317	5764	11485	10181	7418
TSC22D2	3491	2232	2997	5125	3463	2305
TSC22D3	402	320	390	723	556	593
TSC22D4	42	49	24	43	35	39
TSEN15	1620	1390	1778	1928	1281	1087
TSEN2	726	829	628	941	870	609
TSEN34	22	15	21	34	14	37
TSEN54	127	123	107	138	110	101
TSFM	1456	1767	1551	1845	1824	1507
TSG101	2798	2501	2644	3452	2940	2502
TSGA10	232	195	169	121	96	148
TSGA10IP	2	5	17	0	2	4
TSGA13	0	0	1	1	0	0
TSHB	0	1	0	0	1	0
TSHR	8	0	7	3	4	3
TSHZ1	30	40	28	94	83	52
TSHZ2	50	70	60	21	54	95
TSHZ3	197	281	209	251	247	201
TSKS	1	1	4	0	0	2
TSKU	501	393	327	446	423	413
TSLP	56	53	94	81	92	80
TSN	10673	11377	9715	12959	9448	8418
TSNARE1	12	12	14	13	14	4
TSNAX	2988	2016	3039	3452	2375	1832
TSNAXIP1	11	13	11	12	28	11
TSPAN1	1	6	1	4	7	0
TSPAN10	16	17	38	12	18	29
TSPAN11	30	23	39	35	58	39
TSPAN12	1593	940	1270	1533	1054	839
TSPAN13	598	438	733	1906	1358	877
TSPAN14	1857	1953	1599	2315	2480	1632
TSPAN15	27	35	65	87	274	283
TSPAN16	1	0	0	1	0	1
TSPAN17	181	154	118	145	141	126
TSPAN18	920	938	733	565	1210	706
TSPAN19	2	4	0	2	3	0
TSPAN2	128	47	140	189	49	101
TSPAN3	3317	3072	3057	3432	2925	2745
TSPAN31	374	455	592	319	425	500
TSPAN32	4	2	1	0	0	3
TSPAN33	92	58	61	47	55	32
TSPAN4	168	151	168	281	190	219
TSPAN5	491	815	608	1161	1297	1208
TSPAN6	8323	8834	8545	12934	10843	10545
TSPAN7	219	187	301	167	196	227
TSPAN8	8	5	3	17	12	9
TSPAN9	166	130	139	172	186	173
TSPEAR	26	14	17	2	4	4
TSPO	76	76	73	162	158	125
TSPO2	0	1	0	0	0	0
TSPY1	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0
TSPY8	0	0	0	0	0	0
TSPYL1	9750	7595	10353	10057	11138	6834
TSPYL2	548	461	339	395	583	433
TSPYL4	657	587	533	694	744	528
TSPYL5	204	196	142	194	304	174
TSPYL6	2	0	1	0	0	0
TSR1	6860	6729	5105	7354	6649	4625
TSR2	2214	2236	1591	1862	2388	1404
TSR3	23	38	27	42	40	23
TSSC4	216	202	159	278	186	117
TSSK1B	0	0	0	0	0	0
TSSK2	0	0	0	0	0	0
TSSK3	6	7	4	2	9	6
TSSK4	7	13	5	6	18	10
TSSK6	22	15	18	6	8	9
TST	139	120	91	159	188	166
TSTD1	553	587	693	251	258	384
TSTD2	632	649	548	681	608	518
TSTD3	102	125	116	100	59	99
TTBK1	2	0	0	2	1	1
TTBK2	219	220	260	197	225	243
TTC1	4654	5264	4573	5806	4854	4343
TTC12	213	189	174	266	282	247
TTC13	42	36	47	56	53	48
TTC14	825	692	674	946	550	567
TTC16	1	0	0	0	1	0
TTC17	2958	3257	2993	3599	3830	3575
TTC19	1107	877	821	800	913	901
TTC21A	47	76	50	43	82	66
TTC21B	1024	1121	1102	1197	975	1076
TTC22	5	3	13	4	2	0
TTC23	343	370	365	393	436	413
TTC23L	14	14	21	10	19	12
TTC24	0	0	0	0	1	0
TTC25	91	141	114	104	122	113
TTC26	1099	1234	1031	1428	1086	1038
TTC27	1840	2003	1749	2148	1694	1600
TTC28	235	248	214	356	334	307
TTC29	107	40	62	31	18	39
TTC3	2880	3722	2890	3510	3745	4234
TTC30A	171	149	181	135	112	109
TTC30B	132	87	77	134	95	118
TTC31	635	520	581	767	809	588
TTC32	115	103	141	117	94	96
TTC33	804	661	911	1021	878	648
TTC34	0	0	0	1	0	0
TTC36	0	0	0	0	1	1
TTC37	3697	4023	3757	5620	3819	4222
TTC38	753	750	587	1076	881	721
TTC39A	66	37	64	26	29	35
TTC39B	2323	1856	1649	2608	1915	1860
TTC39C	572	516	494	348	406	342
TTC4	79	117	75	92	75	82
TTC5	1155	1314	1045	1445	1805	1115
TTC6	5	1	7	3	2	5
TTC7A	139	162	123	90	155	113
TTC7B	130	123	111	161	117	90
TTC8	714	859	712	1100	1032	889
TTC9	30	15	26	2	10	6
TTC9B	9	11	13	5	34	15
TTC9C	857	1111	881	1174	1230	1072
TTF1	1663	1931	1450	1756	1388	1567
TTF2	2230	2439	1853	2411	2390	1698
TTI1	3816	3938	3533	3553	3402	3272
TTI2	1774	1870	1588	1792	2046	1376
TTK	2967	3096	3169	4014	2866	2379
TTL	1059	1209	876	1244	1335	894
TTLL1	45	65	51	53	95	73
TTLL10	0	0	0	0	0	1
TTLL11	9	6	1	5	8	4
TTLL12	257	221	168	314	235	170
TTLL13P	5	1	2	1	2	0
TTLL2	0	6	1	0	0	1
TTLL3	80	116	103	81	154	125
TTLL4	2016	2215	1547	2042	2451	1554
TTLL5	1406	1351	1098	1377	1407	1321
TTLL6	37	26	24	3	6	11
TTLL7	134	78	84	107	82	92
TTLL8	0	0	0	1	0	0
TTLL9	5	1	10	6	2	5
TTN	1276	1031	879	613	769	999
TTPA	1	3	2	2	5	2
TTPAL	1562	1637	1289	1274	1412	1038
TTR	0	7	13	3	44	46
TTYH1	0	0	2	0	0	0
TTYH2	28	27	35	37	60	40
TTYH3	159	237	197	303	186	276
TUB	1301	1283	1011	1166	1521	1000
TUBA1A	14495	18262	17022	25552	29061	23107
TUBA1B	5964	6773	5968	8188	9769	6829
TUBA1C	2576	3183	2607	3529	3704	2718
TUBA3C	0	0	0	1	0	0
TUBA3D	8	2	2	4	4	5
TUBA3E	2	1	0	4	5	1
TUBA4A	578	195	303	61	88	72
TUBA4B	1	1	3	1	0	1
TUBA8	0	0	2	2	1	0
TUBAL3	7	6	1	0	2	2
TUBB	2202	2322	1761	2678	3425	1884
TUBB1	5	3	1	2	3	0
TUBB2A	7392	5502	7153	3075	2832	3128
TUBB2B	4941	2538	6323	2017	1310	2036
TUBB3	1998	1407	1366	2538	2494	1609
TUBB4A	8	2	11	4	2	6
TUBB4B	6932	6782	5331	10549	10757	6153
TUBB6	3134	3779	2918	5558	5890	4307
TUBB8	5	5	7	1	2	0
TUBD1	1692	2039	1662	1827	1584	1562
TUBE1	829	873	858	905	773	650
TUBG1	3149	3196	2793	3082	4025	2682
TUBG2	363	367	339	338	410	449
TUBGCP2	484	437	387	582	429	445
TUBGCP3	303	376	252	403	313	276
TUBGCP4	728	668	534	675	666	566
TUBGCP5	388	371	326	405	341	296
TUBGCP6	90	59	53	85	97	65
TUFM	8714	8267	6773	10253	10670	6857
TUFT1	605	529	472	404	418	351
TUG1	2072	2197	2003	2063	2359	1827
TULP1	9	7	5	4	6	0
TULP2	7	26	12	22	29	18
TULP3	2490	3107	2758	3480	4063	3389
TULP4	4513	4172	3828	4974	4935	3598
TUNAR	360	233	323	97	68	112
TUSC1	51	41	46	82	19	51
TUSC2	285	285	292	328	229	290
TUSC3	844	863	1138	1114	633	738
TUT1	162	189	155	175	130	154
TVP23A	28	26	29	32	23	29
TVP23B	786	667	777	1143	950	714
TVP23C	130	121	106	269	303	187
TWF1	947	848	1239	1742	1128	1186
TWF2	313	313	299	456	373	345
TWIST1	1265	2003	1292	5740	2728	2886
TWIST2	12	26	15	19	7	19
TWSG1	1685	1203	1433	2713	1659	1204
TXK	3	3	9	6	3	1
TXLNA	6428	5378	4093	6688	5581	4198
TXLNB	2	0	0	1	1	0
TXLNG	690	630	663	568	443	389
TXN	13211	18333	15701	14341	11542	13300
TXN2	3365	3974	3182	4786	6297	3833
TXNDC11	115	99	62	97	109	83
TXNDC12	4709	5094	4809	6238	5563	4973
TXNDC15	1047	1243	999	1852	1304	1317
TXNDC16	229	203	303	246	142	230
TXNDC17	4617	5779	5131	5283	4379	5078
TXNDC2	5	13	3	6	2	3
TXNDC5	5	7	5	16	10	9
TXNDC8	0	0	0	0	0	1
TXNDC9	4605	3942	4387	6006	3781	3316
TXNIP	979	1591	1998	1525	1927	3032
TXNL1	7153	7550	7173	10684	6607	6715
TXNL4A	651	978	751	902	827	877
TXNL4B	584	570	501	779	697	521
TXNRD1	8552	9743	8324	12465	8851	7349
TXNRD2	21	13	7	40	24	16
TXNRD3	38	42	37	46	37	62
TYK2	119	94	159	178	192	162
TYMP	5	6	3	9	6	9
TYMS	1463	1654	1608	2232	1373	1667
TYR	1	1	1	0	5	1
TYRO3	311	371	322	406	579	436
TYROBP	3	5	3	2	5	7
TYRP1	15	8	29	30	35	39
TYSND1	100	69	71	53	70	44
TYW1	734	794	645	766	676	590
TYW1B	91	84	59	76	95	93
TYW3	1987	2010	1746	2367	1755	1510
TYW5	904	741	932	949	752	637
U2AF1	52	39	32	45	27	44
U2AF1L4	353	358	244	339	467	279
U2AF2	370	369	272	348	337	331
U2SURP	11296	14107	11062	12740	8826	9821
UACA	1768	2710	1984	9452	5859	3788
UAP1	1562	1941	1514	2098	1526	1545
UAP1L1	58	88	54	107	96	106
UBA1	2921	2806	2574	2564	3392	2472
UBA2	5019	4638	5070	5711	3728	3657
UBA3	6041	5894	6685	7601	6271	5196
UBA5	699	572	662	897	484	506
UBA52	17654	27255	18979	24779	24031	23663
UBA6	4620	3527	4694	5904	4443	3438
UBA7	4	2	2	3	7	4
UBAC1	528	693	476	643	585	497
UBAC2	2091	2010	1820	2108	1890	1577
UBALD1	22	14	16	26	10	10
UBALD2	25	34	15	19	19	34
UBAP1	680	606	606	684	580	583
UBAP1L	17	9	11	18	23	24
UBAP2	3265	3356	2480	2845	3244	2431
UBAP2L	7385	7619	6129	8481	9894	6426
UBASH3A	0	0	0	1	0	0
UBASH3B	274	205	210	286	306	278
UBB	10715	14095	10671	13963	15540	12640
UBC	12521	15262	13677	14312	19316	15496
UBD	0	0	0	0	0	0
UBE2A	3168	2798	2758	3464	2476	2340
UBE2B	6816	5512	6850	8581	6822	4618
UBE2C	4881	5738	5307	6198	4729	4740
UBE2D1	1066	503	1028	1255	539	402
UBE2D2	1538	1614	1623	1896	1345	1391
UBE2D3	14056	13947	14478	17553	13542	11769
UBE2D4	219	235	199	342	338	228
UBE2E1	638	403	578	490	492	361
UBE2E2	509	567	609	489	360	466
UBE2E3	2062	2170	2234	2755	2853	2346
UBE2F	513	502	427	546	279	323
UBE2G1	3001	3149	2852	2914	3124	2217
UBE2G2	4844	5154	3846	5789	5422	3741
UBE2H	596	686	602	536	729	591
UBE2I	5581	7153	5403	8222	5473	6360
UBE2J1	831	729	748	1513	971	760
UBE2J2	291	303	315	413	208	276
UBE2K	3566	3152	3039	3256	2339	2317
UBE2L3	6069	6600	5101	7067	6358	5314
UBE2L6	541	755	679	381	1198	904
UBE2M	258	337	249	370	317	300
UBE2N	17437	22702	21005	23265	18635	20380
UBE2O	801	748	689	642	672	676
UBE2Q1	421	462	343	507	477	381
UBE2Q2	474	438	469	548	441	351
UBE2QL1	10	0	8	12	3	4
UBE2R2	1482	2029	1547	1885	1842	1723
UBE2S	41	36	34	83	42	36
UBE2T	3816	4711	3950	5379	4820	3807
UBE2U	3	2	0	0	1	0
UBE2V1	271	325	233	222	215	279
UBE2V2	11730	10812	13284	14379	10480	9649
UBE2W	3308	2578	3183	3352	2889	2124
UBE2Z	1134	1166	949	992	1390	1056
UBE3A	2630	2630	2364	3104	1981	2121
UBE3B	1127	1259	1241	1343	1359	1426
UBE3C	899	798	722	1001	1099	744
UBE3D	748	603	637	810	649	559
UBE4A	2237	2001	1952	2374	1857	1768
UBE4B	2038	2214	1687	2017	1987	1675
UBFD1	1040	988	782	1129	1056	732
UBIAD1	646	527	459	711	542	408
UBL3	411	257	358	500	275	254
UBL4A	1014	1164	810	1267	1521	823
UBL4B	0	0	0	0	0	3
UBL5	4194	6704	4844	6132	4591	6415
UBL7	1670	1634	1330	2001	2076	1272
UBLCP1	3202	2717	3300	2989	2281	2218
UBN1	368	308	282	290	335	305
UBN2	816	716	683	618	479	531
UBOX5	355	399	445	332	450	374
UBP1	926	862	807	1012	840	649
UBQLN1	1349	1278	1163	1624	974	981
UBQLN2	883	629	819	1165	629	704
UBQLN3	0	0	0	0	0	0
UBQLN4	286	285	182	280	342	227
UBQLNL	1	1	0	0	1	5
UBR1	1033	1005	800	1124	957	926
UBR2	892	841	771	1015	896	776
UBR3	511	410	432	738	622	497
UBR4	1899	1936	1442	1802	2647	1582
UBR5	1716	1769	1408	1384	1579	1313
UBR7	130	175	145	180	141	134
UBTD1	46	38	39	49	39	49
UBTD2	513	498	479	560	471	365
UBTF	999	789	674	834	672	649
UBTFL1	0	0	0	0	0	0
UBXN1	2385	2640	2221	2948	2813	2235
UBXN10	184	200	118	240	211	160
UBXN11	230	213	149	247	285	176
UBXN2A	1351	1432	1121	1668	1094	1145
UBXN2B	776	535	644	466	375	262
UBXN4	3769	3892	4093	4294	3671	3799
UBXN6	56	50	45	62	53	54
UBXN7	2309	2882	1997	2527	2733	2214
UBXN8	782	555	517	1150	818	617
UCHL1	4003	3320	3836	3668	3061	3143
UCHL3	473	549	476	491	273	363
UCHL5	2220	2092	2355	2764	1856	1667
UCK1	508	373	352	456	269	261
UCK2	2070	2088	1467	2379	2392	1517
UCKL1	730	550	631	658	660	422
UCMA	2	0	2	0	0	0
UCN	2	0	0	1	2	1
UCN2	0	1	1	0	2	3
UCN3	0	0	0	0	0	0
UCP1	1	1	3	3	4	2
UCP2	2535	2740	2424	2183	2618	1920
UCP3	3	3	8	9	5	9
UEVLD	525	562	514	649	629	422
UFC1	2402	2804	2245	3030	3201	2413
UFL1	2799	2458	2417	3183	2791	2466
UFM1	3816	4041	3938	5775	4228	4019
UFSP1	3	5	3	3	2	2
UFSP2	1227	1678	1687	1800	2096	1921
UGCG	2731	2306	2582	3243	2594	1847
UGDH	6002	5476	5227	7258	5274	4361
UGGT1	3258	3121	2719	3845	3424	2793
UGGT2	1586	1502	1486	2116	1425	1492
UGP2	8872	7931	10190	6678	6067	5279
UGT1A1	0	0	0	0	0	0
UGT1A10	0	0	0	0	0	0
UGT1A3	0	0	0	1	0	0
UGT1A4	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0
UGT1A6	0	0	0	0	0	0
UGT1A7	0	0	0	0	0	0
UGT1A8	0	0	0	0	0	0
UGT1A9	0	0	0	0	0	0
UGT2A1	10	10	24	3	1	10
UGT2A2	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0
UGT2B10	0	0	0	0	0	0
UGT2B11	101	153	78	268	159	88
UGT2B15	1	2	2	1	4	0
UGT2B17	65	96	46	82	61	33
UGT2B28	0	1	0	1	0	0
UGT2B4	2	2	1	5	1	1
UGT2B7	3	8	5	8	13	16
UGT3A1	197	215	256	64	98	129
UGT3A2	1332	1150	1239	848	825	804
UGT8	213	142	264	213	146	115
UHMK1	612	425	527	684	428	364
UHRF1	867	504	816	1098	673	452
UHRF1BP1	324	242	268	279	315	211
UHRF1BP1L	798	716	866	843	544	638
UHRF2	699	631	593	678	624	537
UIMC1	1348	1541	1136	1350	1401	1219
ULBP1	26	38	40	66	43	52
ULBP2	5	5	1	15	21	10
ULBP3	47	36	42	75	104	57
ULK1	113	106	130	89	95	112
ULK2	161	145	176	161	198	158
ULK3	102	105	92	212	120	112
ULK4	282	249	254	274	262	260
UMAD1	707	502	749	853	668	482
UMOD	0	0	0	0	0	0
UMODL1	0	0	0	5	1	2
UMPS	3995	4315	3091	4797	4377	3169
UNC119	341	323	343	446	332	392
UNC119B	475	501	487	460	510	461
UNC13A	80	21	49	11	15	23
UNC13B	769	646	393	1659	1467	605
UNC13C	30	29	32	45	24	51
UNC13D	23	16	40	12	8	10
UNC45A	536	482	452	562	543	427
UNC45B	0	0	1	0	0	0
UNC50	1953	1781	1646	2247	1698	1521
UNC5A	0	0	0	1	0	4
UNC5B	1030	1084	738	1244	1269	740
UNC5C	1038	1271	826	1494	1623	1367
UNC5CL	17	16	5	16	14	27
UNC5D	107	62	117	38	32	44
UNC79	7	4	4	6	5	4
UNC80	1	2	4	1	0	2
UNC93A	8	8	20	4	8	7
UNC93B1	3	3	6	3	2	6
UNCX	0	0	0	0	0	0
UNG	1809	1544	1530	1270	914	1238
UNK	953	914	979	777	599	628
UNKL	89	63	47	122	52	51
UPB1	3	0	2	1	2	1
UPF1	181	213	150	182	197	151
UPF2	1980	2249	1724	2151	1489	1770
UPF3A	778	771	580	750	579	570
UPF3B	1692	1609	1779	1676	1146	1283
UPK1A	16	21	84	14	20	56
UPK1B	19	9	9	7	6	6
UPK2	21	49	39	16	24	16
UPK3A	0	0	1	0	0	0
UPK3B	2	0	1	0	0	0
UPP1	781	901	792	924	1005	741
UPP2	0	0	0	0	1	2
UPRT	1081	1176	1164	1484	1296	1022
UQCC1	2556	2658	2162	2495	2626	2073
UQCC2	2415	3898	3047	3283	2824	3733
UQCC3	454	493	448	546	440	423
UQCR10	6743	9370	7438	9180	8683	8400
UQCR11	1694	2447	1737	2371	1930	2131
UQCRB	4752	6723	5844	5825	3857	5902
UQCRC1	11305	12070	10619	12352	17169	10450
UQCRC2	8121	10355	8729	10531	10718	8941
UQCRFS1	1054	1159	1048	1405	865	853
UQCRH	8231	10946	8987	11858	8414	9701
UQCRHL	98	180	119	115	74	150
UQCRQ	3587	5315	3670	5058	3523	4367
URAD	10	20	10	4	1	4
URB1	386	304	222	363	271	240
URB2	897	849	611	778	662	401
URGCP	167	152	125	164	198	141
URI1	934	920	751	905	666	650
URM1	2779	2462	2042	3314	3328	2129
UROC1	0	0	0	0	0	0
UROD	8718	10246	7781	8911	11981	7041
UROS	324	321	277	422	271	265
USB1	3345	2803	2332	3768	3360	2283
USE1	286	360	297	440	474	376
USF1	686	615	432	705	881	527
USF2	127	125	103	127	79	94
USH1C	12	9	18	3	5	16
USH1G	6	1	3	0	0	0
USH2A	8	3	25	4	3	6
USHBP1	11	7	9	7	11	9
USO1	4026	3600	3836	4424	3374	3261
USP1	1737	1343	1499	1871	868	1021
USP10	5339	5334	4656	5894	4742	4039
USP11	3443	3199	2887	3034	3848	3015
USP12	217	143	173	205	146	106
USP13	548	581	474	636	652	453
USP14	6442	6628	6431	7820	4997	4959
USP15	3615	3872	4202	4647	4084	3588
USP16	2944	3169	2674	3800	2824	2614
USP17L1	0	1	0	0	1	0
USP17L10	0	0	0	0	0	0
USP17L11	0	0	0	0	0	0
USP17L12	0	0	0	0	0	0
USP17L13	0	0	0	0	0	0
USP17L15	0	0	0	0	0	0
USP17L17	0	0	0	0	0	0
USP17L18	0	0	0	0	0	0
USP17L19	0	0	0	0	0	0
USP17L2	0	0	1	0	0	0
USP17L20	0	0	0	0	0	0
USP17L21	0	0	0	0	0	0
USP17L22	0	0	0	0	0	0
USP17L23	0	0	0	0	0	0
USP17L24	0	0	0	0	0	0
USP17L25	0	0	0	0	0	0
USP17L26	0	0	0	0	0	0
USP17L27	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0
USP17L29	0	0	0	0	0	0
USP17L3	0	0	0	0	0	0
USP17L30	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0
USP17L7	1	1	0	0	0	1
USP17L8	0	0	0	0	0	0
USP18	19	11	8	2	4	3
USP19	153	143	119	154	128	84
USP2	153	121	152	129	159	100
USP20	69	62	57	58	75	59
USP21	266	275	242	298	261	217
USP22	7812	7081	5976	7411	9462	5846
USP24	1003	785	767	867	825	681
USP25	458	458	505	398	297	359
USP26	0	0	0	1	1	4
USP27X	24	28	32	20	16	10
USP28	1934	2036	2269	1507	1411	1558
USP29	0	0	0	0	0	0
USP3	1398	1700	1497	1859	1821	1647
USP30	306	284	310	346	364	386
USP31	584	591	511	456	479	432
USP32	475	489	425	405	457	442
USP33	3265	3020	3076	3651	2661	2855
USP34	1165	1144	1023	844	946	956
USP35	13	14	14	14	18	20
USP36	1732	1444	1242	1160	1402	1029
USP37	1249	1286	1065	1257	1068	1136
USP38	396	328	326	418	297	220
USP39	2212	2296	1876	2530	1972	1624
USP4	1545	1677	1264	1888	2326	1811
USP40	935	1046	829	1038	1218	908
